,player_pos,goal_pos,tier,original_reward,dist_to_goal,max_dist
3341,"(4, 17)","(16, 7)",0,0,22,25.0
3342,"(4, 17)","(16, 7)",0,0,22,25.0
3343,"(4, 17)","(16, 7)",0,0,22,25.0
3344,"(4, 17)","(16, 7)",0,0,22,25.0
3345,"(4, 17)","(16, 7)",0,0,22,25.0
3346,"(4, 17)","(16, 7)",0,0,22,25.0
3347,"(4, 17)","(16, 7)",0,0,22,25.0
3348,"(4, 17)","(16, 7)",0,0,22,25.0
3349,"(4, 17)","(16, 7)",0,0,22,25.0
3350,"(4, 17)","(16, 7)",0,0,22,25.0
3351,"(4, 17)","(16, 7)",0,0,22,25.0
3352,"(4, 17)","(16, 7)",0,0,22,25.0
3353,"(4, 17)","(16, 7)",0,0,22,25.0
3354,"(4, 17)","(16, 7)",0,0,22,25.0
3355,"(4, 17)","(16, 7)",0,0,22,25.0
3356,"(4, 17)","(16, 7)",0,0,22,25.0
3357,"(3, 17)","(16, 7)",0,0,23,25.0
3358,"(3, 17)","(16, 7)",0,0,23,25.0
3359,"(3, 17)","(16, 7)",0,0,23,25.0
3360,"(3, 17)","(16, 7)",0,0,23,25.0
3361,"(3, 17)","(16, 7)",0,0,23,25.0
3362,"(3, 17)","(16, 7)",0,0,23,25.0
3363,"(3, 17)","(16, 7)",0,0,23,25.0
3364,"(3, 17)","(16, 7)",0,0,23,25.0
3365,"(2, 17)","(16, 7)",0,0,24,25.0
3366,"(2, 17)","(16, 7)",0,0,24,25.0
3367,"(1, 17)","(16, 7)",0,0,25,25.0
3368,"(1, 17)","(16, 7)",0,0,25,25.0
3369,"(1, 17)","(16, 7)",0,0,25,25.0
3370,"(1, 17)","(16, 7)",0,0,25,25.0
3371,"(1, 17)","(16, 7)",0,0,25,25.0
3372,"(1, 17)","(16, 7)",0,0,25,25.0
3373,"(1, 17)","(16, 7)",0,0,25,25.0
3374,"(1, 17)","(16, 7)",0,0,25,25.0
3375,"(1, 17)","(16, 7)",0,0,25,25.0
3376,"(1, 17)","(16, 7)",0,0,25,25.0
3377,"(1, 17)","(16, 7)",0,0,25,25.0
3378,"(1, 17)","(16, 7)",0,0,25,25.0
3379,"(1, 17)","(16, 7)",0,0,25,25.0
3380,"(1, 17)","(16, 7)",0,0,25,25.0
3381,"(1, 17)","(16, 7)",0,0,25,25.0
3382,"(1, 17)","(16, 7)",0,0,25,25.0
3383,"(1, 17)","(16, 7)",0,0,25,25.0
3384,"(1, 17)","(16, 7)",0,0,25,25.0
3385,"(1, 17)","(16, 7)",0,0,25,25.0
3386,"(1, 17)","(16, 7)",0,0,25,25.0
3387,"(1, 17)","(16, 7)",0,0,25,25.0
3388,"(1, 17)","(16, 7)",0,0,25,25.0
3389,"(1, 17)","(16, 7)",0,0,25,25.0
3390,"(1, 17)","(16, 7)",0,0,25,25.0
3391,"(1, 17)","(16, 7)",0,0,25,25.0
3392,"(1, 17)","(16, 7)",0,0,25,25.0
3393,"(1, 17)","(16, 7)",0,0,25,25.0
3394,"(1, 17)","(16, 7)",0,0,25,25.0
3395,"(1, 16)","(16, 7)",0,0,24,25.0
3396,"(1, 16)","(16, 7)",0,0,24,25.0
3397,"(1, 16)","(16, 7)",0,0,24,25.0
3398,"(1, 16)","(16, 7)",0,0,24,25.0
